sentiment,content
0,sooo i m kind sick n tired b guy dish
1,good morning world another wonderfull day starting breakfst champion kid ofcourse
0,ficklampa hehe option advertising world mess might future time yes lï ½get dï ½g
1,jb cute lmfao giggle
1,
0,ddlovato demi pretty bang everything you look grown picture liked bang
0,get callback play cried oh well guess back techie
1,listening falling rain lalala
1,
1,jennifalconer thought rubbish twin cute tho
0,got text guy like name guy do disapointing
1,poeticblasphemy see finally got set avatar cool
1,super happy new interest rate whoop whoop
0,gotenkslovesme haha yeh lol maybe missed last roadshow cause rain
1,ive spent lazy day today finding interesting people follow reinforced saying take sort people
1,
1,susannaheanes bwaha far away though look fluffy jared s hair s shinnny
0,teeribbzz noo u dont even know upset right now
1,mariahcarey hr beautey school fix that haha
0,okay gots go first time since started miss block party retrorewind
1,certainly spring vail co raining snowing mother nature know mountain closed ski season
1,mother drunk grrrreat okay mother week
0,dotcompals yes nice missed lot fun damn exam looking good hair
1,tom_conrad take good photo
0,going eat aunt soooon getting ready changing hope today goood day idk miissss himm
0,rope witdrawal full effect one tie teaching demo one play with worst one play with
1,goodnightirene thanks lady
0,chris pine zachary quinto leonard nimoy snl tonight quite possibly fun geeking long time
0,sick sad missing martini lounge tonight
0,gabrieledurning sadly late traceycakes got elsewhere still yummy tea w wee wknd
0,nite tweeple tomorrow day work
1,gi_ri_ja good morning nice see you
0,rain almost perfect day clothes wet
0,
0,jasonvonberg thats crazy part 16 30 reason include quot full schedule quot amp quot travelling daughter quot so not cool
0,
0,taurenlegend kind hard see pic doggie pic exist
1,good morning everyone great monday thanks following
1,retweet others good tweet least day get involved thing twitter
0,whopee tgif fun job
1,gorgeous day hash around waterley bottom wonderful name village quiz mistressing porto evening
0,rebelraising yeah lying bed thing s bugger blocking creativity worse pinned pet cat apparently
1,bought dress yesterday day til chris home excited gavin first tooth
0,vukizzle sadly corporate giant employer let get site
1,can t minute treadmill done minute today already gonna minute
1,diy dying mg clothes black again save money
1,http snipurl com hq0n1 printed mom amazon gift card happy mother day talk last minute
1,zobi09 cast true blood
0,depressed watching think dance
0,assfuck quot i m sorry quot roll okay gave in sucker http twitpic com 677xt
1,made south korean email pal happy
0,mpvt another david hughes list hurt davidahughes ftw
1,night alone piano and pro tool session ill take anytime
1,can t arsed get bed hello sunshine
0,feeling pretty energized amp ready face day w only hour sleep hope last day
0,dougreport checked worked sorry
1,sun shining great day
0,
0,yelyahwilliams noooooooooooooooooooooooooo can t
1,opinionatedant great weekend mononoke may tweeting inside movie theater either monday tuesday lol
1,enjoying lazying around eating rose chocolate x
0,sad otalia today
0,ughh filling tooth ear starting ache life
0,god im suffering greatly hair sitting blazing sunshine v v bad sunburn
1,wishing happy mother day wonderful mother there
0,friday night magic last night lost bad suck draft
0,awake wishing wasn t feel like head may explode going try go back sleep
0,superrzaaap forgot yardsale event ooh pity
1,muffinwomanxo eh u dont like retro tisk tisk u upto apart waxing ur quot mustache quot lol
1,yay jumeau bag giveaway instantshift bag pretty maybe belt see
1,sambennington cool hi sam you
0,
0,fudgecrumpet ok believe you but belly button lol
0,practicing smile today it s gunna big
1,know mom gave clean macbook white now tinted grayish blue black desk
0,drinkins suffering internet work bad site hosted russian server available
1,sex beach cosmo kamikaze captain america ahhh fun night still over
0,somebody get work tomorrow
1,jeffsgrippen yeah great always something interesting going
0,duncan finally got order leaf iraq september open invite stay anytime year gone
0,razitul ya suffering whole day yesterday met dentist feel bit better still look like rocky balboa though
0,fieldnotes ordered 8th still arrived week still book
0,best day ever met greatest year old never see again ahh miss i saw hour xd sad
1,xlesseyx good cup cake
0,boo season finale
1,happy star war day may fourth
0,good day sigh
0,_danni haha that s stupid thing still getting gt
1,imjustcreative f kin great day graham
1,what s good working double jasmin
1,south style exhibition less week member fresh gallery otara
0,
1,http twitpic com 4w3zh son finley
0,poor poor mouth
0,well get call back oh well
1,markman641 happy mother day mark
0,
0,columbus blue jackes may movieing anew city play thats sad news
0,wish mum spent forever talking could call kiera later gt lt much time left though
0,apparently im getting drive school morning anymore well dad left school morning watching twilight
0,give uppp hour tryin tlk mitchelmusso love minutesss lol
1,joek949 okay thanks job yet keep going get one actually following yet btw
0,bored lonely work
1,mollieofficial congrats mollie wish could got ticket
0,jhonenv need horror lovecraftian actually enough weird horror movie
1,xlex glad happy
1,two new favorite prayer quot help me help me help me quot quot thank you thank you thank you quot
0,selenagomez awwww gonna miss you
1,hair look completely retarded success
1,alphonso sf right
1,http dayna dreamwidth org daily random ness
1,jojowright http twitpic com 4w24f ooh nice score jojo
1,can t wait day till happiness
1,donyamaries oh absolutely cant wait lettuce come up
1,made 30 tonight watching little kid swim watch movie haha love babysitting haha
1,spring show super fun
1,tagaytay family happy mum s day hot momma s
0,howby26 hm sorry hear that well keep holding on break over go take nap now
0,elephantparty ha thanks bryan remind state budget issue actually steve staffer office
0,day away evicted
1,yesterday fun 1st concert year i know late xd buena vista social club live free
0,zarigee got mcdonalds surpisingly popular drunk food option suck diner 24hrs anymore
0,kiwilucy ahhh know win entire thing try avoid thing never work
1,angelemotion yayyy new video amazing people
0,ready weekend sad office tomorrow morning
1,frama_c oh yeah point taken
1,dougiemcfly god peppermint mocha frappachinos amazing addicting
1,fanboy_uk yeah myst
0,morning all water heating s packed up can t bath really want bath
1,whitneyeve love new hairdo haha live ny too yeah really hott
1,nadavs cant wait thing
0,karshka hey coming town weekend day next friday
1,megspptc remember cause watching many youtube lol get back
1,sketchy moment mtn friend moved trail sat end road talking silly
0,really miss phone cant wait till new one come
1,southphilly_mel thanks nice u appreciate u
1,saaaaafe mee 8 fucking epic time last night old friend new friendship good way kick month
1,happy mother s day
1,promisetangeman beautiful bride gonna love married life absolutely rock congrats both
0,can t find jewellry dressssss
1,ganga108 pleasure great recipe
0,
0,ok now popped say hi check thing probably head guttah later tonight
0,wtf little year old wanna thug ugh can t everyone friend clique like back old day
0,want listen musiq soulchild ipod
1,fatigue settling in gotta power through awesome seat tonight pretty lucky life ain t bad
1,sulumits retsambew thinking billion here billion there pretty soon add real money
0,oh no crashed ball pump
0,pilmorelee beggar making feel homesick
0,today day can t seem feel better dont eat im hungry eat feel like im gonna sick blah
0,shawin that s problem earphone get last month matter brand price
1,_stephhh_ awww heard sweetest guy fan
1,sortingtrolley sorry missed post earlier edinburgh biased towards awesomeness glad enjoyed visit
1,dvnt cheer wish font play
0,well effed iphone nice knowing
0,ncremins thats really fair mean leave like dont even give u party coming back
1,happy star war day may 4th brilliant
0,back garden time foot hurt
0,wish work today
1,yes really back wait day arrive finally here gale back po http tinyurl com dzzaf5
0,_peanut_ thank you see long take finish damn thing
0,sooo lost without car truly depressing pregnant people never stressed out
1,got home city light show yeahhh
0,really need put laptop amp start getting ready melancholyjeans shindig but missed twitterloves day
1,acallpro yeahhh u wasnt thereeeeeeeeeee
0,lt i gt waiting natie come online miss
0,bsweichsel like eight year ago sure would happen
0,hollyoaks curse justin strike again date burton end screwed poor sod
1,whistling work lame lol
0,sick chilling tonight watching desperate housewife
1,theasterik better be also yes unf unf lt 3 lisa still gotten any btw smacked
0,wrap up well lesson take nude photo famous maybe really should
1,finally home crazy party 2nite thanks jacksterlope driving home
0,mom s car broken into feel violated
1,strandell several day ago great though
1,get early feel good day walk work feeling alright guess what work today
1,probably best birthday ever had got spend favorite people
1,solangeknowles happy mother day hope great day today
0,
0,veryyy upset cant go hacienda tonight stupid nugget game
0,nisher yeah yeah heck anyway sastch year bail lack expense
1,horoscope website use changed around like it
0,really sick tired body s resisting rest
1,
1,celebrating 21st birthday
1,accepting maid application would nice start first thing tomorrow would make wonderful mother s day present
1,getsmart86 haha live long amp prosper movie better thought awesome job pleased
0,wee laddie s upset hour tried soothing bed nursing etc nope 3 30am real food blue clue now
